featured,show-hide,url-evergreen,year-display,project-name_FULL,project-name,project-slug,project-addon,grant-id,organizations,full-description,short-statement,keywords,amount,amount-numeric,date-authorized,count,photo,website,superprogram,program,type,funding-round,first-letter,lookup,lookup2,wordpress-id,grouping,notes
FALSE,show,/projects/m/#multi-tool,2003,Multi-Tool,Multi-Tool,multi-tool,"$7,000, 2003 Seed Award project support",0208-SEED,,"Multi-Tool offered resources and space to artists, community members, and groups with limited budgets. The project functioned as an art space, meeting area, and community venue in Wilkinsburg, housing projects including a bicycle education initiative, a number of local bands, and a bookstore.",,"artists, venues, budgets, bands, resources, initiatives, art, tools","$7,000",7000,2/5/2003,1,,,Community,Seed Award,project support,14,m,Community_2003_Seed Award,Community_Seed Award_show,6211,,
TRUE,show,/projects/highlights/community/#three-rivers-bike-racks,2003,Three Rivers Bike Racks,Three Rivers Bike Racks,three-rivers-bike-racks,"$9,000 » Bike Pittsburgh, 2003 Seed Award project support",0209-SEED,Bike Pittsburgh,"Public Art Bike Racks, a project of Bike Pittsburgh, worked to address the dearth of amenities for cyclists in the city. Through the project, Bike Pittsburgh installed artistically designed bike racks in highly visible, commercial areas.","Working to address the dearth of amenities for cyclists in the city by installing artistically designed bike racks in highly visible, commercial areas.","racks, amenities, cyclists, dearth, addresses, art","$9,000",9000,2/5/2003,1,/photos/projects/three-rivers-bike-racks.jpg,,Community,Seed Award,project support,14,t,Community_2003_Seed Award,Community_Seed Award_show,6212,,Year Feature
TRUE,show,/projects/highlights/community/#american-shorts-reading-series,2003,American Shorts Reading Series,American Shorts Reading Series,american-shorts-reading-series,"$10,000 » Suzanne Pace, 2003 Seed Award project support",0227-SEED,Suzanne Pace,"American Shorts Reading Series created a forum that delivered classic and contemporary short works of American fiction to a diverse audience. In an accessible, animated, community setting, the series presented live readings “performed” by an eclectic cross-section of the Pittsburgh community.","Performing classic and contemporary short works of American fiction for a diverse audience in an accessible, animated, community setting.","audiences, fiction, readings, forums, settings, cross-section","$10,000",10000,3/5/2003,1,/photos/projects/american-shorts-reading-series.jpg,,Community,Seed Award,project support,15,a,Community_2003_Seed Award,Community_Seed Award_show,6214,,Year Feature
FALSE,show,/projects/j/#jazz-on-the-hill,2003,Jazz on the Hill,Jazz on the Hill,jazz-on-the-hill,"$10,000, 2003 Seed Award project support",0232-SEED,,"Jazz on the Hill showcased local artists and musicians every Tuesday evening from April through September and served as a vital connection between the Hill District and its incredible jazz history. Held outdoors, the series furthered the sense of revitalization brought by the creation of a community garden on Center Avenue.",,"musicians, artists, evenings, tuesdays, hills, connections, creations, senses, hill district","$10,000",10000,3/5/2003,1,,,Community,Seed Award,project support,15,j,Community_2003_Seed Award,Community_Seed Award_show,6213,,
FALSE,show,/projects/s/#sonic-bridge-project,2003,Sonic Bridge Project,Sonic Bridge Project,sonic-bridge-project,"$2,600 » Frank Ferraro, 2003 Seed Award project support",0239-SEED,Frank Ferraro,Sonic Bridge Project transformed unnoticed community spaces into interactive exercises in soundscape listening. Artist Frank Ferraro conducted a series of performances premiering site-specific sound installations in Downtown Pittsburgh. A permanent installation was installed in the Homestead Library.,,"installations, downtown, sonic, performances, exercises, frank","$2,600",2600,3/5/2003,1,,,Community,Seed Award,project support,15,s,Community_2003_Seed Award,Community_Seed Award_show,6215,,
FALSE,show,/projects/b/#broken-landscape,2003,A Broken Landscape,A Broken Landscape,broken-landscape,"$5,700 » Partnership for Minority HIV/AIDS Prevention, 2003 Seed Award project support",0248-SEED,Partnership for Minority HIV/AIDS Prevention,"A Broken Landscape, a project of Partnership for Minority HIV/AIDS Prevention and organized by Action Aid USA, presented an international traveling photography exhibit in East Liberty that documented the impact of HIV/AIDS in Southern Africa. Exhibited alongside a number of community events, including a youth arts festival and national HIV Testing Day, A Broken Landscape shed light on what was often ignored.",,"aids, landscapes, exhibits, photography, testing, southern africa, youth, usa, shed","$5,700",5700,4/2/2003,1,,,Community,Seed Award,project support,16,b,Community_2003_Seed Award,Community_Seed Award_show,6216,,
FALSE,show,/projects/j/#jefferson-presents,2003,Jefferson Presents,Jefferson Presents,jefferson-presents,"$5,000, 2003 Seed Award project support",0253-SEED,,Jefferson Presents was a monthly microcinema that screened underground and experimental films at Garfield Artworks. The series engaged audience participation with live performances and provided a resource and venue for independent filmmaking in Pittsburgh.,,"films, performances, audiences, venues, artworks, garfield, participation, resources, jefferson","$5,000",5000,4/2/2003,1,,,Community,Seed Award,project support,16,j,Community_2003_Seed Award,Community_Seed Award_show,6217,,
FALSE,show,/projects/p/#pittsburgh-green-consumer-project,2003,Pittsburgh Green Consumer Project,Pittsburgh Green Consumer Project,pittsburgh-green-consumer-project,"$3,300, 2003 Seed Award project support",0255-SEED,,"Pittsburgh Green Consumer Project taught area residents how to make environmentally responsible decisions about consumer goods and services and how to live more ecologically conscious lives. By offering public workshops and open houses, the project encouraged participants to change their daily habits to benefit the environment, globally and locally.",,"benefits, workshops, environments, offerings, habits, participants, decisions, lives","$3,300",3300,4/2/2003,1,,,Community,Seed Award,project support,16,p,Community_2003_Seed Award,Community_Seed Award_show,6218,,
FALSE,show,/projects/p/#press-play-video-series,2003,Press Play Video Series,Press Play Video Series,press-play-video-series,"$2,000, 2003 Seed Award project support",0257-SEED,,"Press Play Video Series was produced by a collective of artists, educators, and activists dedicated to bringing independent work by emerging and established video makers to Pittsburgh. Committed to an inclusive vision of video, The Press Play collective sought work from all genres, including experimental, animated, performance, documentary, and activist work.",,"activists, documentary, press, genres, makers, educators, visions, artists","$2,000",2000,4/2/2003,1,,,Community,Seed Award,project support,16,p,Community_2003_Seed Award,Community_Seed Award_show,6219,,
FALSE,show,/projects/f/#festival-of-the-salvage-arts,2003,Festival of the Salvage Arts,Festival of the Salvage Arts,festival-of-the-salvage-arts,"$7,500 » Construction Junction, 2003 Seed Award project support",0275-SEED,Construction Junction,"Festival of the Salvage Arts, a project of Construction Junction, was the premiere event of SALVO. This two-day open house at Construction Junction’s retail warehouse in Point Breeze provided an opportunity for the community to explore their artistic and creative potential. Activities included hands-on projects for people of all ages to experiment with salvage materials, as well as an exhibition of salvage arts by Pittsburgh artists.",,"arts, exhibitions, salvo, warehouse, opportunity, premiere, festivals, artists, ages","$7,500",7500,5/7/2003,1,,,Community,Seed Award,project support,17,f,Community_2003_Seed Award,Community_Seed Award_show,6221,,
FALSE,show,/projects/u/#unknown-prose-art-greenhouse,2003,Unknown Prose/ Art Greenhouse,Unknown Prose/ Art Greenhouse,unknown-prose-art-greenhouse,"$7,040 » Center for the Arts in Society at Carnegie Mellon University, 2003 Seed Award project support",0284-SEED,Center for the Arts in Society at Carnegie Mellon University,"Unknown Prose/Art Greenhouse, a project of Center for the Arts in Society at Carnegie Mellon, brought local hip-hop group Unknown Prose to the recording facilities at Carnegie Mellon’s School of Music. The project provided exposure, experience, and viability to emerging local musical talent.",,"recordings, arts, prose, talents, art, viability, carnegie mellon university, greenhouse","$7,040",7040,5/7/2003,1,,,Community,Seed Award,project support,17,u,Community_2003_Seed Award,Community_Seed Award_show,6220,,
FALSE,show,/projects/s/#sidewalk-chalk-mural-competition,2003,Sidewalk Chalk Mural Competition,Sidewalk Chalk Mural Competition,sidewalk-chalk-mural-competition,"$2,000 » University of Pittsburgh Office of International S, 2003 Seed Award project support",0307-SEED,University of Pittsburgh Office of International S,"Sidewalk Chalk Mural Competition, a project of University of Pittsburgh, was one of six new events for International Week at the University of Pittsburgh in 2003. Inviting collaboration among participants, the murals encouraged student organizations to beautify the campus’s sidewalks, while providing an opportunity to celebrate the intercultural diversity of the city’s largest University.",,"campus, sidewalks, opportunity, participants, collaborations, chalk","$2,000",2000,7/3/2003,1,,,Community,Seed Award,project support,19,s,Community_2003_Seed Award,Community_Seed Award_show,6223,,
FALSE,show,/projects/s/#steel-dragon-lion-dance-team,2003,Steel Dragon Lion Dance Team,Steel Dragon Lion Dance Team,steel-dragon-lion-dance-team,"$2,400, 2003 Seed Award project support",0308-SEED,,"Steel Dragon Lion Dance Team brought a unique blend of culture and spectacle to Pittsburgh. The project shed new light on an ancient art form, a dance originally performed to scare away malevolent spirits and to bring good luck to the performance location and those present.",,"spectacle, spirits, luck, dragon, lion, shed, scare, performances, art","$2,400",2400,7/3/2003,1,,,Community,Seed Award,project support,19,s,Community_2003_Seed Award,Community_Seed Award_show,6228,,
FALSE,show,/projects/s/#students-for-a-younger-pittsburgh,2003,Students for a Younger Pittsburgh,Students for a Younger Pittsburgh,students-for-a-younger-pittsburgh,"$6,600, 2003 Seed Award project support",0309-SEED,,"Students for a Younger Pittsburgh worked with student organizations at each local college, connecting area leaders and organizations to campuses in the community to recruit and retain young talent in Pittsburgh.",,"colleges, organizations, talents, leaders, student organizations","$6,600",6600,7/3/2003,1,,,Community,Seed Award,project support,19,s,Community_2003_Seed Award,Community_Seed Award_show,6227,,
FALSE,show,/projects/s/#students-uncensored,2003,Students Uncensored,Students Uncensored,students-uncensored,"$7,000 » Red Tape Productions, 2003 Seed Award project support",0301-SEED,Red Tape Productions,"Students Uncensored, a project of Red Tape Productions, was an all-evening music festival intended to create awareness of issues in the lives of young people, to empower young voters, and to encourage and feed youth culture. The concert featured Afrika Bambaataa, a deejay recognized for fighting gang violence in the 1970s and giving minorities a positive outlet through Universal Zulu Nation, one of the earliest hip-hop crews dedicated to social change.",,"minorities, violence, outlets, awareness, tape, gang, productions, deejay, music festival","$7,000",7000,7/3/2003,1,,,Community,Seed Award,project support,19,s,Community_2003_Seed Award,Community_Seed Award_show,6226,,
